titleId,Title,Episode,Date
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 10,21/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 9,21/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 8,21/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 7,20/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 6,20/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 5,20/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 4,20/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 3,20/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 2,19/09/2019
tt1913273,Anohana: The Flower We Saw That Day,1: Episódio 1,18/09/2019
tt1104001,Tron: Legacy,,16/09/2019
tt1839494,Children Who Chase Lost Voices,,15/09/2019
tt0808506,Toki o kakeru shôjo,,15/09/2019
tt2140203,Wolf Children,,14/09/2019
tt5323662,Koe no katachi,,13/09/2019
tt4508902,One Punch Man: Wanpanman,1: O herói mais forte,13/09/2019
tt4508902,One Punch Man: Wanpanman,1: Conquistador do universo,13/09/2019
tt4508902,One Punch Man: Wanpanman,1: Perigo incomparável,13/09/2019
tt0073174,Inside Out,,13/09/2019
tt4508902,One Punch Man: Wanpanman,1: Ciclista da Justiça,11/09/2019
tt4508902,One Punch Man: Wanpanman,1: Rei do Mar Profundo,11/09/2019
tt4508902,One Punch Man: Wanpanman,1: O aprendiz supremo,11/09/2019
tt4508902,One Punch Man: Wanpanman,1: A cidade fantasma,11/09/2019
tt4508902,One Punch Man: Wanpanman,1: O mentor supremo,10/09/2019
tt4508902,One Punch Man: Wanpanman,1: O ninja moderno,10/09/2019
tt4508902,One Punch Man: Wanpanman,1: O cientista obstinado,10/09/2019
tt4508902,One Punch Man: Wanpanman,1: O ciborgue solitário,09/09/2019
tt4508902,One Punch Man: Wanpanman,1: O homem mais poderoso,09/09/2019
tt0327597,Coraline,,17/07/2019
tt4302938,Kubo and the Two Strings,,04/07/2019
tt1623288,ParaNorman,,03/07/2019
tt2279373,The SpongeBob Movie: Sponge Out of Water,,29/06/2019
tt2709768,The Secret Life of Pets,,15/06/2019
tt0028478,The Walking Dead,"1: Adeus, passado",07/04/2019
tt8753660,Exterminadores do Além Contra a Loira do Banheiro,,07/04/2019
