tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt16542592,tvEpisode,The Invasion of North Africa,The Invasion of North Africa,0,2021,\N,\N,War
tt16542830,tvEpisode,The Battle of Kursk,The Battle of Kursk,0,2021,\N,\N,Documentary
tt16542830,tvEpisode,The Battle of Kursk,The Battle of Kursk,0,2021,\N,\N,History
tt16542830,tvEpisode,The Battle of Kursk,The Battle of Kursk,0,2021,\N,\N,War
tt16542940,tvEpisode,The Invasion of Italy,The Invasion of Italy,0,2021,\N,\N,Documentary
tt16542940,tvEpisode,The Invasion of Italy,The Invasion of Italy,0,2021,\N,\N,History
tt16542940,tvEpisode,The Invasion of Italy,The Invasion of Italy,0,2021,\N,\N,War
tt1664529,tvEpisode,The Blind Banker,The Blind Banker,0,2010,\N,89,Crime
tt1664529,tvEpisode,The Blind Banker,The Blind Banker,0,2010,\N,89,Drama
tt1664529,tvEpisode,The Blind Banker,The Blind Banker,0,2010,\N,89,Mystery
tt1664530,tvEpisode,The Great Game,The Great Game,0,2010,\N,89,Crime
tt1664530,tvEpisode,The Great Game,The Great Game,0,2010,\N,89,Drama
tt1664530,tvEpisode,The Great Game,The Great Game,0,2010,\N,89,Mystery
tt1665071,tvEpisode,A Study in Pink,A Study in Pink,0,2010,\N,88,Crime
tt1665071,tvEpisode,A Study in Pink,A Study in Pink,0,2010,\N,88,Drama
tt1665071,tvEpisode,A Study in Pink,A Study in Pink,0,2010,\N,88,Mystery
tt1839494,movie,Children Who Chase Lost Voices,Hoshi o ou kodomo,0,2011,\N,116,Adventure
tt1839494,movie,Children Who Chase Lost Voices,Hoshi o ou kodomo,0,2011,\N,116,Animation
tt1839494,movie,Children Who Chase Lost Voices,Hoshi o ou kodomo,0,2011,\N,116,Drama
tt1942612,tvEpisode,A Scandal in Belgravia,A Scandal in Belgravia,0,2012,\N,89,Crime
tt1942612,tvEpisode,A Scandal in Belgravia,A Scandal in Belgravia,0,2012,\N,89,Drama
